tweet_id	timestamp	source	text	expanded_urls	rating_numerator	rating_denominator	name	gender	dog_stage	year	month	date	day	time
889278841981685760	2017-07-24 00:19:32	iPhone	This is Oliver You're witnessing one of his many brutal attacks Seems to be playing with his victim 13/10 fr*ckin frightening #BarkWeek https://tco/WpHvrQedPb	https://twitter.com/dog_rates/status/889278841981685760/video/1	13.0	10	Oliver	male		2017	July	07-24	Monday	00:19
888917238123831296	2017-07-23 00:22:39	iPhone	This is Jim He found a fren Taught him how to sit like the good boys 12/10 for both https://tco/chxruIOUJN	https://twitter.com/dog_rates/status/888917238123831296/photo/1	12.0	10	Jim	male		2017	July	07-23	Sunday	00:22
888804989199671297	2017-07-22 16:56:37	iPhone	This is Zeke He has a new stick Very proud of it Would like you to throw it for him without taking it 13/10 would do my best https://tco/HTQ77yNQ5K	https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1	13.0	10	Zeke	male		2017	July	07-22	Saturday	16:56
888554962724278272	2017-07-22 00:23:06	iPhone	This is Ralphus He's powering up Attempting maximum borkdrive 13/10 inspirational af https://tco/YnYAFCTTiK	https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1	13.0	10	Ralphus	male		2017	July	07-22	Saturday	00:23
888078434458587136	2017-07-20 16:49:33	iPhone	This is Gerald He was just told he didn't get the job he interviewed for A h*ckin injustice 12/10 didn't want the job anyway https://tco/DK7iDPfuRX	https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1	12.0	10	Gerald	male		2017	July	07-20	Thursday	16:49
887705289381826560	2017-07-19 16:06:48	iPhone	This is Jeffrey He has a monopoly on the pool noodles Currently running a 'boop for two' midweek sale 13/10 h*ckin strategic https://tco/PhrUk20Q64	https://twitter.com/dog_rates/status/887705289381826560/photo/1	13.0	10	Jeffrey	male		2017	July	07-19	Wednesday	16:06
887517139158093824	2017-07-19 03:39:09	iPhone	I've yet to rate a Venezuelan Hover Wiener This is such an honor 14/10 paw-inspiring af (IG: roxythedoxy) https://tco/20VrLAA8ba	https://twitter.com/dog_rates/status/887517139158093824/video/1	14.0	10		none		2017	July	07-19	Wednesday	03:39
887473957103951883	2017-07-19 00:47:34	iPhone	This is Canela She attempted some fancy porch pics They were unsuccessful 13/10 someone help her https://tco/cLyzpcUcMX	https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1	13.0	10	Canela	female		2017	July	07-19	Wednesday	00:47
887343217045368832	2017-07-18 16:08:03	iPhone	You may not have known you needed to see this today 13/10 please enjoy (IG: emmylouroo) https://tco/WZqNqygEyV	https://twitter.com/dog_rates/status/887343217045368832/video/1	13.0	10		none		2017	July	07-18	Tuesday	16:08
887101392804085760	2017-07-18 00:07:08	iPhone	This is a Jubilant Antarctic House Bear We only rate dogs Please only send dogs Thank you 12/10 would suffocate in floof https://tco/4Ad1jzJSdp	https://twitter.com/dog_rates/status/887101392804085760/photo/1	12.0	10		none		2017	July	07-18	Tuesday	00:07
886983233522544640	2017-07-17 16:17:36	iPhone	This is Maya She's very shy Rarely leaves her cup 13/10 would find her an environment to thrive in https://tco/I6oNy0CgiT	https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1	13.0	10	Maya	female		2017	July	07-17	Monday	16:17
886736880519319552	2017-07-16 23:58:41	iPhone	"This is Mingus He's a wonderful father to his smol pup Confirmed 13/10 but he needs your help

https://tco/bVi0Yr4Cff https://tco/ISvKOSkd5b"	https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1	13.0	10	Mingus	male		2017	July	07-16	Sunday	23:58
886680336477933568	2017-07-16 20:14:00	iPhone	This is Derek He's late for a dog meeting 13/10 petal to the metal https://tco/BCoWue0abA	https://twitter.com/dog_rates/status/886680336477933568/photo/1	13.0	10	Derek	male		2017	July	07-16	Sunday	20:14
886366144734445568	2017-07-15 23:25:31	iPhone	This is Roscoe Another pupper fallen victim to spontaneous tongue ejections Get the BlepiPen immediate 12/10 deep breaths Roscoe https://tco/RGE08MIJox	https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1	12.0	10	Roscoe	none	pupper	2017	July	07-15	Saturday	23:25
886258384151887873	2017-07-15 16:17:19	iPhone	This is Waffles His doggles are pupside down Unsure how to fix 13/10 someone assist Waffles https://tco/xZDA9Qsq1O	https://twitter.com/dog_rates/status/886258384151887873/photo/1	13.0	10	Waffles	male		2017	July	07-15	Saturday	16:17
885984800019947520	2017-07-14 22:10:11	iPhone	Viewer discretion advised This is Jimbo He will rip ur finger right h*ckin off Other dog clearly an accessory 12/10 pls pet with caution https://tco/BuveP0uMF1	https://twitter.com/dog_rates/status/885984800019947520/photo/1	12.0	10	Jimbo	male		2017	July	07-14	Friday	22:10
885528943205470208	2017-07-13 15:58:47	iPhone	This is Maisey She fell asleep mid-excavation Happens to the best of us 13/10 would pat noggin approvingly https://tco/tp1kQ8i9JF	https://twitter.com/dog_rates/status/885528943205470208/photo/1	13.0	10	Maisey	female		2017	July	07-13	Thursday	15:58
885518971528720385	2017-07-13 15:19:09	iPhone	I have a new hero and his name is Howard 14/10 https://tco/gzLHboL7Sk	https://twitter.com/4bonds2carbon/status/885517367337512960	14.0	10	Howard	male		2017	July	07-13	Thursday	15:19
885167619883638784	2017-07-12 16:03:00	iPhone	Here we have a corgi undercover as a malamute Pawbably doing important investigative work Zero control over tongue happenings 13/10 https://tco/44ItaMubBf	https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1	13.0	10		none		2017	July	07-12	Wednesday	16:03
884925521741709313	2017-07-12 00:01:00	iPhone	This is Earl He found a hat Nervous about what you think of it 12/10 it's delightful Earl https://tco/MYJvdlNRVa	https://twitter.com/dog_rates/status/884925521741709313/photo/1	12.0	10	Earl	male		2017	July	07-12	Wednesday	00:01
884876753390489601	2017-07-11 20:47:12	iPhone	This is Lola It's her first time outside Must test the earth and taste the atmosphere 13/10 you're doing great Lola https://tco/74TKAUsLkO	https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1	13.0	10	Lola	female		2017	July	07-11	Tuesday	20:47
884562892145688576	2017-07-11 00:00:02	iPhone	This is Kevin He's just so happy 13/10 what is your secret Kevin https://tco/1r4MFCbCX5	https://twitter.com/dog_rates/status/884562892145688576/photo/1	13.0	10	Kevin	male		2017	July	07-11	Tuesday	00:00
884441805382717440	2017-07-10 15:58:53	iPhone	I present to you Pup in Hat Pup in Hat is great for all occasions Extremely versatile Compact as h*ck 14/10 (IG: itselizabethgales) https://tco/vvBOcC2VdC	https://twitter.com/dog_rates/status/884441805382717440/photo/1	14.0	10		none		2017	July	07-10	Monday	15:58
884247878851493888	2017-07-10 03:08:17	iPhone	OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://tco/uF3pQ8Wubj	https://twitter.com/kaijohnson_19/status/883965650754039809	13.0	10		male		2017	July	07-10	Monday	03:08
884162670584377345	2017-07-09 21:29:42	iPhone	Meet Yogi He doesn't have any important dog meetings today he just enjoys looking his best at all times 12/10 for dangerously dapper doggo https://tco/YSI00BzTBZ	https://twitter.com/dog_rates/status/884162670584377345/photo/1	12.0	10	Yogi	male	doggo	2017	July	07-09	Sunday	21:29
883838122936631299	2017-07-09 00:00:04	iPhone	This is Noah He can't believe someone made this mess Got the vacuum out for you though Offered to help clean pup 12/10 super good boy https://tco/V85xujjDDY	https://twitter.com/dog_rates/status/883838122936631299/photo/1	12.0	10	Noah	male		2017	July	07-09	Sunday	00:00
883482846933004288	2017-07-08 00:28:19	iPhone	This is Bella She hopes her smile made you smile If not she is also offering you her favorite monkey 135/10 https://tco/qjrljjt948	https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1	13.5	10	Bella	female		2017	July	07-08	Saturday	00:28
883360690899218434	2017-07-07 16:22:55	iPhone	Meet Grizzwald He may be the floofiest floofer I ever did see Lost eyes saving a schoolbus from a volcano erpuption 13/10 heroic as h*ck https://tco/rf661IFEYP	https://twitter.com/dog_rates/status/883360690899218434/photo/1	13.0	10	Grizzwald	male	floofer	2017	July	07-07	Friday	16:22
883117836046086144	2017-07-07 00:17:54	iPhone	Please only send dogs We don't rate mechanics no matter how h*ckin good Thank you 13/10 would sneak a pat https://tco/Se5fZ9wp5E	https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1	13.0	10		none		2017	July	07-07	Friday	00:17
882992080364220416	2017-07-06 15:58:11	iPhone	This is Rusty He wasn't ready for the first pic Clearly puppared for the second 13/10 confirmed great boy https://tco/tyER0KpdXj	https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1	13.0	10	Rusty	male		2017	July	07-06	Thursday	15:58
882762694511734784	2017-07-06 00:46:41	iPhone	This is Gus He's quite the cheeky pupper Already perfected the disinterested wink 12/10 would let steal my girl https://tco/D43I96SlVu	https://twitter.com/dog_rates/status/882762694511734784/photo/1	12.0	10	Gus	male	pupper	2017	July	07-06	Thursday	00:46
882627270321602560	2017-07-05 15:48:34	iPhone	This is Stanley He has his first swim lesson today Doggle straps adjusted Ready to go 13/10 Phelps is nervous (IG: stanleythe_corgi) https://tco/Nx52PGwH94	https://twitter.com/dog_rates/status/882627270321602560/photo/1	13.0	10	Stanley	male		2017	July	07-05	Wednesday	15:48
882268110199369728	2017-07-04 16:01:23	iPhone	This is Alfy You're witnessing his first watermelon experience I think it was a success 13/10 happy 4th Alfy 🇺🇸 https://tco/fYP5RlutfA	https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1	13.0	10	Alfy	male		2017	July	07-04	Tuesday	16:01
882045870035918850	2017-07-04 01:18:17	iPhone	This is Koko Her owner inspired by Barney recently built a cart for her to use during walks if she got tired 13/10 rest easy Koko https://tco/zeDpnsKX7w	https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1	13.0	10	Koko	female		2017	July	07-04	Tuesday	01:18
881906580714921986	2017-07-03 16:04:48	iPhone	This is Rey He's a Benebop Cumberfloof 12/10 dangerously pettable https://tco/503CgWbhxQ	https://twitter.com/dog_rates/status/881906580714921986/photo/1	12.0	10	Rey	male		2017	July	07-03	Monday	16:04
881666595344535552	2017-07-03 00:11:11	iPhone	This is Gary He couldn't miss this puppertunity for a selfie Flawless focusing skills 13/10 would boop intensely https://tco/7CSWCl8I6s	https://twitter.com/dog_rates/status/881666595344535552/photo/1	13.0	10	Gary	male	pupper	2017	July	07-03	Monday	00:11
881536004380872706	2017-07-02 15:32:16	iPhone	"Here is a pupper approaching maximum borkdrive Zooming at never before seen speeds 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://tco/ghXBIIeQZF"	https://twitter.com/dog_rates/status/881536004380872706/video/1	14.0	10		none	pupper	2017	July	07-02	Sunday	15:32
881268444196462592	2017-07-01 21:49:04	iPhone	Meet Elliot He's a Canadian Forrest Pup Unusual number of antlers for a dog Sneaky tongue slip to celebrate #Canada150 12/10 would pet https://tco/cgwJwowTMC	https://twitter.com/dog_rates/status/881268444196462592/photo/1	12.0	10	Elliot	male		2017	July	07-01	Saturday	21:49
880935762899988482	2017-06-30 23:47:07	iPhone	This is Louis He's crossing It's a big deal 13/10 h*ckin breathtaking https://tco/D0wb1GlKAt	https://twitter.com/dog_rates/status/880935762899988482/photo/1	13.0	10	Louis	male		2017	June	06-30	Friday	23:47
880872448815771648	2017-06-30 19:35:32	iPhone	Ugh not again We only rate dogs Please don't send in well-dressed  floppy-tongued street penguins Dogs only please Thank you 12/10 https://tco/WiAMbTkDPf	https://twitter.com/dog_rates/status/880872448815771648/photo/1	12.0	10		none		2017	June	06-30	Friday	19:35
880465832366813184	2017-06-29 16:39:47	iPhone	This is Bella She had her first beach experience this morning Complete success 12/10 would perform a sandy boop https://tco/4VsFysDmiw	https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1	12.0	10	Bella	female		2017	June	06-29	Thursday	16:39
880221127280381952	2017-06-29 00:27:25	iPhone	Meet Jesse He's a Fetty Woof His tongue ejects without warning A true bleptomaniac 12/10 would snug well https://tco/fUod0tVmvK	https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1	12.0	10	Jesse	male		2017	June	06-29	Thursday	00:27
880095782870896641	2017-06-28 16:09:20	iPhone	Please don't send in photos without dogs in them We're not @porch_rates Insubordinate and churlish Pretty good porch tho 11/10 https://tco/HauE8M3Bu4	https://twitter.com/dog_rates/status/880095782870896641/photo/1	11.0	10		none		2017	June	06-28	Wednesday	16:09
879862464715927552	2017-06-28 00:42:13	iPhone	This is Romeo He would like to do an entrance Requesting your immediate assistance 13/10 https://tco/Qh5aEkRQm9	https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1	13.0	10	Romeo	male		2017	June	06-28	Wednesday	00:42
879492040517615616	2017-06-27 00:10:17	iPhone	This is Bailey He thinks you should measure ear length for signs of growth instead 12/10 https://tco/IxM9IMKQq8	https://twitter.com/dog_rates/status/879492040517615616/photo/1	12.0	10	Bailey	male		2017	June	06-27	Tuesday	00:10
879415818425184262	2017-06-26 19:07:24	iPhone	This is Duddles He did an attempt 13/10 someone help him (vid by Georgia Felici) https://tco/UDT7ZkcTgY	https://twitter.com/dog_rates/status/879415818425184262/video/1	13.0	10	Duddles	male		2017	June	06-26	Monday	19:07
879376492567855104	2017-06-26 16:31:08	iPhone	This is Jack AKA Stephen Furry You're not scoring on him Unless he slips down the slide 12/10 would happily get blocked by https://tco/0gOi601EAa	https://twitter.com/dog_rates/status/879376492567855104/photo/1	12.0	10	Jack	male		2017	June	06-26	Monday	16:31
879050749262655488	2017-06-25 18:56:45	iPhone	This is Steven He has trouble relating to other dogs Quite shy Neck longer than average Tropical probably 11/10 would still pet https://tco/2mJCDEJWdD	https://twitter.com/dog_rates/status/879050749262655488/photo/1	11.0	10	Steven	male		2017	June	06-25	Sunday	18:56
879008229531029506	2017-06-25 16:07:47	iPhone	This is Beau That is Beau's balloon He takes it everywhere 13/10 would protect at all costs https://tco/YDtpCjIPKN	https://twitter.com/dog_rates/status/879008229531029506/photo/1	13.0	10	Beau	male		2017	June	06-25	Sunday	16:07
878776093423087618	2017-06-25 00:45:22	iPhone	This is Snoopy He's a proud #PrideMonthPuppo Impeccable handwriting for not having thumbs 13/10 would love back #PrideMonth https://tco/lNZwgNO4gS	https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1	13.0	10	Snoopy	male	puppo	2017	June	06-25	Sunday	00:45
878604707211726852	2017-06-24 13:24:20	iPhone	Martha is stunning how h*ckin dare you 13/10 https://tco/9uABQXgjwa	https://twitter.com/bbcworld/status/878599868507402241	13.0	10		none		2017	June	06-24	Saturday	13:24
878281511006478336	2017-06-23 16:00:04	iPhone	"Meet Shadow In an attempt to reach maximum zooming borkdrive he tore his ACL Still 13/10 tho Help him out below

https://tco/245xJJElsY https://tco/lUiQH219v6"	https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1	13.0	10	Shadow	male		2017	June	06-23	Friday	16:00
878057613040115712	2017-06-23 01:10:23	iPhone	This is Emmy She was adopted today Massive round of pupplause for Emmy and her new family 14/10 for all involved https://tco/cwtWnHMVpe	https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1	14.0	10	Emmy	female		2017	June	06-23	Friday	01:10
877736472329191424	2017-06-22 03:54:17	iPhone	This is Aja She was just told she's a good dog Suspicions confirmed 13/10 would tell again https://tco/lsPyyAiF1r	https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1	13.0	10	Aja	female		2017	June	06-22	Thursday	03:54
877556246731214848	2017-06-21 15:58:08	iPhone	This is Penny She's both pupset and fired pup Not pleased w your barbaric attempts at cleanliness 12/10 would enjoy more shampoo options https://tco/OYdDlfOGXP	https://twitter.com/dog_rates/status/877556246731214848/photo/1	12.0	10	Penny	female		2017	June	06-21	Wednesday	15:58
877316821321428993	2017-06-21 00:06:44	iPhone	Meet Dante At first he wasn't a fan of his new raincoat then he saw his reflection H*ckin handsome 13/10 for water resistant good boy https://tco/SHRTIo5pxc	https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1	13.0	10	Dante	male		2017	June	06-21	Wednesday	00:06
877201837425926144	2017-06-20 16:29:50	iPhone	This is Nelly He graduated with his dogtorate today Wants to know if you're proud of him 12/10 would give congratulatory boop https://tco/4g4cfj3P4Y	https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1	12.0	10	Nelly	male		2017	June	06-20	Tuesday	16:29
876838120628539392	2017-06-19 16:24:33	iPhone	This is Ginger She's having a ruff Monday Too many pupper things going on H*ckin exhausting 12/10 would snug passionately https://tco/j211oCDRs6	https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1	12.0	10	Ginger	female	pupper	2017	June	06-19	Monday	16:24
876537666061221889	2017-06-18 20:30:39	iPhone	I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck 14/10 for all https://tco/8yoc1CNTsu	https://twitter.com/mpstowerham/status/876162994446753793	14.0	10		none	doggo	2017	June	06-18	Sunday	20:30
876484053909872640	2017-06-18 16:57:37	iPhone	This is Benedict He wants to thank you for this delightful urban walk Hopes you know he loves you 13/10 super duper good boy https://tco/26BXueUgbs	https://twitter.com/dog_rates/status/876484053909872640/photo/1	13.0	10	Benedict	male		2017	June	06-18	Sunday	16:57
876120275196170240	2017-06-17 16:52:05	iPhone	Meet Venti a seemingly caffeinated puppoccino She was just informed the weekend would include walks pats and scritches 13/10 much excite https://tco/ejExJFq3ek	https://twitter.com/dog_rates/status/876120275196170240/photo/1	13.0	10	Venti	female	puppo	2017	June	06-17	Saturday	16:52
875747767867523072	2017-06-16 16:11:53	iPhone	This is Goose He's a womanizer Cheeky as h*ck but also deep Tongue slip game on another level 13/10 will steal your girl https://tco/V2WlACRJCN	https://twitter.com/dog_rates/status/875747767867523072/photo/1	13.0	10	Goose	male		2017	June	06-16	Friday	16:11
875144289856114688	2017-06-15 00:13:52	iPhone	Meet Nugget and Hank Nugget took Hank's bone Hank is wondering if you would please return it to him Both 13/10 would not intervene https://tco/ogith9ejNj	https://twitter.com/dog_rates/status/875144289856114688/video/1	13.0	10	Nugget	male		2017	June	06-15	Thursday	00:13
875097192612077568	2017-06-14 21:06:43	iPhone	You'll get your package when that precious man is done appreciating the pups 13/10 for everyone https://tco/PFp4MghzBW	https://twitter.com/drboondoc/status/874413398133547008	13.0	10		none		2017	June	06-14	Wednesday	21:06
875021211251597312	2017-06-14 16:04:48	iPhone	Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir 12/10 stealthy as h*ck https://tco/brCQoqc8AW	https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1	12.0	10		none		2017	June	06-14	Wednesday	16:04
874680097055178752	2017-06-13 17:29:20	iPhone	Meet Cash He hath acquired a stick A very good stick tbh 12/10 would pat head approvingly https://tco/lZhtizkURD	https://twitter.com/dog_rates/status/874680097055178752/photo/1	12.0	10	Cash	male		2017	June	06-13	Tuesday	17:29
874296783580663808	2017-06-12 16:06:11	iPhone	This is Jed He may be the fanciest pupper in the game right now Knows it too 13/10 would sign modeling contract https://tco/0YplNnSMEm	https://twitter.com/dog_rates/status/874296783580663808/photo/1	13.0	10	Jed	male	pupper	2017	June	06-12	Monday	16:06
874057562936811520	2017-06-12 00:15:36	iPhone	I can't believe this keeps happening This is a birb taking a bath We only rate dogs Please only send dogs Thank you 12/10 https://tco/pwY9PQhtP2	https://twitter.com/dog_rates/status/874057562936811520/photo/1	12.0	10		none		2017	June	06-12	Monday	00:15
874012996292530176	2017-06-11 21:18:31	iPhone	This is Sebastian He can't see all the colors of the rainbow but he can see that this flag makes his human happy 13/10 #PrideMonth puppo https://tco/XBE0evJZ6V	https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1	13.0	10	Sebastian	male	puppo	2017	June	06-11	Sunday	21:18
873580283840344065	2017-06-10 16:39:04	iPhone	We usually don't rate Deck-bound Saskatoon Black Bears but this one is h*ckin flawless Sneaky tongue slip too 13/10 would hug firmly https://tco/mNuMH9400n	https://twitter.com/dog_rates/status/873580283840344065/photo/1	13.0	10		none		2017	June	06-10	Saturday	16:39
873213775632977920	2017-06-09 16:22:42	iPhone	"This is Sierra She's one precious pupper Absolute 12/10 Been in and out of ICU her whole life Help Sierra below

https://tco/Xp01EU3qyD https://tco/V5lkvrGLdQ"	https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1	12.0	10	Sierra	female	pupper	2017	June	06-09	Friday	16:22
872967104147763200	2017-06-09 00:02:31	iPhone	Here's a very large dog He has a date later Politely asked this water person to check if his breath is bad 12/10 good to go doggo https://tco/EMYIdoblMR	https://twitter.com/dog_rates/status/872967104147763200/photo/1,https://twitter.com/dog_rates/status/872967104147763200/photo/1	12.0	10		male	doggo	2017	June	06-09	Friday	00:02
