tweet_id	timestamp	source	text	expanded_urls	rating_numerator	rating_denominator	name	gender	dog_stage	year	month	date	day	time	jpg_url	img_num	p1	p1_conf	p1_dog	p2	p2_conf	p2_dog	p3	p3_conf	p3_dog	favorite_count	retweet_count
888554962724278272	2017-07-22 00:23:06	iPhone	This is Ralphus He's powering up Attempting maximum borkdrive 13/10 inspirational af https://tco/YnYAFCTTiK	https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1	13.0	10	Ralphus	male		2017	July	07-22	Saturday	00:23	https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg	3	Siberian_husky	0.700377	True	Eskimo_dog	0.166511	True	malamute	0.111411	True	19539	3491
888078434458587136	2017-07-20 16:49:33	iPhone	This is Gerald He was just told he didn't get the job he interviewed for A h*ckin injustice 12/10 didn't want the job anyway https://tco/DK7iDPfuRX	https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1	12.0	10	Gerald	male		2017	July	07-20	Thursday	16:49	https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg	1	French_bulldog	0.995026	True	pug	0.000931908	True	bull_mastiff	0.000903211	True	21444	3441
887705289381826560	2017-07-19 16:06:48	iPhone	This is Jeffrey He has a monopoly on the pool noodles Currently running a 'boop for two' midweek sale 13/10 h*ckin strategic https://tco/PhrUk20Q64	https://twitter.com/dog_rates/status/887705289381826560/photo/1	13.0	10	Jeffrey	male		2017	July	07-19	Wednesday	16:06	https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg	1	basset	0.821664	True	redbone	0.0875815	True	Weimaraner	0.026236400000000003	True	29732	5302
887517139158093824	2017-07-19 03:39:09	iPhone	I've yet to rate a Venezuelan Hover Wiener This is such an honor 14/10 paw-inspiring af (IG: roxythedoxy) https://tco/20VrLAA8ba	https://twitter.com/dog_rates/status/887517139158093824/video/1	14.0	10		none		2017	July	07-19	Wednesday	03:39	https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg	1	limousine	0.130432	False	tow_truck	0.0291754	False	shopping_cart	0.0263208	False	45581	11481
887343217045368832	2017-07-18 16:08:03	iPhone	You may not have known you needed to see this today 13/10 please enjoy (IG: emmylouroo) https://tco/WZqNqygEyV	https://twitter.com/dog_rates/status/887343217045368832/video/1	13.0	10		none		2017	July	07-18	Tuesday	16:08	https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg	1	Mexican_hairless	0.330741	True	sea_lion	0.275645	False	Weimaraner	0.134203	True	33194	10238
887101392804085760	2017-07-18 00:07:08	iPhone	This is a Jubilant Antarctic House Bear We only rate dogs Please only send dogs Thank you 12/10 would suffocate in floof https://tco/4Ad1jzJSdp	https://twitter.com/dog_rates/status/887101392804085760/photo/1	12.0	10		none		2017	July	07-18	Tuesday	00:07	https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg	1	Samoyed	0.733942	True	Eskimo_dog	0.0350295	True	Staffordshire_bullterrier	0.029704700000000007	True	30117	5866
886983233522544640	2017-07-17 16:17:36	iPhone	This is Maya She's very shy Rarely leaves her cup 13/10 would find her an environment to thrive in https://tco/I6oNy0CgiT	https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1	13.0	10	Maya	female		2017	July	07-17	Monday	16:17	https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg	2	Chihuahua	0.793469	True	toy_terrier	0.143528	True	can_opener	0.0322529	False	34639	7643
886736880519319552	2017-07-16 23:58:41	iPhone	"This is Mingus He's a wonderful father to his smol pup Confirmed 13/10 but he needs your help

https://tco/bVi0Yr4Cff https://tco/ISvKOSkd5b"	https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1	13.0	10	Mingus	male		2017	July	07-16	Sunday	23:58	https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg	1	kuvasz	0.309706	True	Great_Pyrenees	0.186136	True	Dandie_Dinmont	0.08634630000000001	True	11876	3228
886680336477933568	2017-07-16 20:14:00	iPhone	This is Derek He's late for a dog meeting 13/10 petal to the metal https://tco/BCoWue0abA	https://twitter.com/dog_rates/status/886680336477933568/photo/1	13.0	10	Derek	male		2017	July	07-16	Sunday	20:14	https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg	1	convertible	0.738995	False	sports_car	0.139952	False	car_wheel	0.0441727	False	22100	4394
886366144734445568	2017-07-15 23:25:31	iPhone	This is Roscoe Another pupper fallen victim to spontaneous tongue ejections Get the BlepiPen immediate 12/10 deep breaths Roscoe https://tco/RGE08MIJox	https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1	12.0	10	Roscoe	none	pupper	2017	July	07-15	Saturday	23:25	https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg	1	French_bulldog	0.999201	True	Chihuahua	0.000361178	True	Boston_bull	7.55616e-05	True	20876	3146
885984800019947520	2017-07-14 22:10:11	iPhone	Viewer discretion advised This is Jimbo He will rip ur finger right h*ckin off Other dog clearly an accessory 12/10 pls pet with caution https://tco/BuveP0uMF1	https://twitter.com/dog_rates/status/885984800019947520/photo/1	12.0	10	Jimbo	male		2017	July	07-14	Friday	22:10	https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg	1	Blenheim_spaniel	0.972494	True	Shih-Tzu	0.00663012	True	Bernese_mountain_dog	0.00623915	True	32185	6685
885528943205470208	2017-07-13 15:58:47	iPhone	This is Maisey She fell asleep mid-excavation Happens to the best of us 13/10 would pat noggin approvingly https://tco/tp1kQ8i9JF	https://twitter.com/dog_rates/status/885528943205470208/photo/1	13.0	10	Maisey	female		2017	July	07-13	Thursday	15:58	https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg	1	pug	0.369275	True	Labrador_retriever	0.265835	True	kuvasz	0.134697	True	35456	6330
885167619883638784	2017-07-12 16:03:00	iPhone	Here we have a corgi undercover as a malamute Pawbably doing important investigative work Zero control over tongue happenings 13/10 https://tco/44ItaMubBf	https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1	13.0	10		none		2017	July	07-12	Wednesday	16:03	https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg	4	malamute	0.8124819999999999	True	Siberian_husky	0.0717125	True	Eskimo_dog	0.0557697	True	21600	4314
884562892145688576	2017-07-11 00:00:02	iPhone	This is Kevin He's just so happy 13/10 what is your secret Kevin https://tco/1r4MFCbCX5	https://twitter.com/dog_rates/status/884562892145688576/photo/1	13.0	10	Kevin	male		2017	July	07-11	Tuesday	00:00	https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg	1	pug	0.5464060000000001	True	French_bulldog	0.404291	True	Brabancon_griffon	0.0440019	True	23956	4657
884441805382717440	2017-07-10 15:58:53	iPhone	I present to you Pup in Hat Pup in Hat is great for all occasions Extremely versatile Compact as h*ck 14/10 (IG: itselizabethgales) https://tco/vvBOcC2VdC	https://twitter.com/dog_rates/status/884441805382717440/photo/1	14.0	10		none		2017	July	07-10	Monday	15:58	https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg	1	Pembroke	0.993225	True	Cardigan	0.00321648	True	Chihuahua	0.00208089	True	26605	5569
883482846933004288	2017-07-08 00:28:19	iPhone	This is Bella She hopes her smile made you smile If not she is also offering you her favorite monkey 135/10 https://tco/qjrljjt948	https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1	13.5	10	Bella	female		2017	July	07-08	Saturday	00:28	https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg	1	golden_retriever	0.943082	True	Labrador_retriever	0.032409	True	kuvasz	0.00550072	True	45261	9794
883117836046086144	2017-07-07 00:17:54	iPhone	Please only send dogs We don't rate mechanics no matter how h*ckin good Thank you 13/10 would sneak a pat https://tco/Se5fZ9wp5E	https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1	13.0	10		none		2017	July	07-07	Friday	00:17	https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg	2	golden_retriever	0.949562	True	Labrador_retriever	0.045947900000000014	True	kuvasz	0.00247094	True	36672	6573
882992080364220416	2017-07-06 15:58:11	iPhone	This is Rusty He wasn't ready for the first pic Clearly puppared for the second 13/10 confirmed great boy https://tco/tyER0KpdXj	https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1	13.0	10	Rusty	male		2017	July	07-06	Thursday	15:58	https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg	1	Eskimo_dog	0.466778	True	Siberian_husky	0.406044	True	dingo	0.07341439999999999	False	23625	3865
882762694511734784	2017-07-06 00:46:41	iPhone	This is Gus He's quite the cheeky pupper Already perfected the disinterested wink 12/10 would let steal my girl https://tco/D43I96SlVu	https://twitter.com/dog_rates/status/882762694511734784/photo/1	12.0	10	Gus	male	pupper	2017	July	07-06	Thursday	00:46	https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg	1	Labrador_retriever	0.85005	True	Chesapeake_Bay_retriever	0.074257	True	flat-coated_retriever	0.015579399999999997	True	27899	4843
882627270321602560	2017-07-05 15:48:34	iPhone	This is Stanley He has his first swim lesson today Doggle straps adjusted Ready to go 13/10 Phelps is nervous (IG: stanleythe_corgi) https://tco/Nx52PGwH94	https://twitter.com/dog_rates/status/882627270321602560/photo/1	13.0	10	Stanley	male		2017	July	07-05	Wednesday	15:48	https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg	1	Pembroke	0.542982	True	Chihuahua	0.251988	True	Cardigan	0.107699	True	27515	5997
882268110199369728	2017-07-04 16:01:23	iPhone	This is Alfy You're witnessing his first watermelon experience I think it was a success 13/10 happy 4th Alfy 🇺🇸 https://tco/fYP5RlutfA	https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1	13.0	10	Alfy	male		2017	July	07-04	Tuesday	16:01	https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg	1	golden_retriever	0.762211	True	Labrador_retriever	0.0989849	True	cocker_spaniel	0.0171995	True	44321	11428
881666595344535552	2017-07-03 00:11:11	iPhone	This is Gary He couldn't miss this puppertunity for a selfie Flawless focusing skills 13/10 would boop intensely https://tco/7CSWCl8I6s	https://twitter.com/dog_rates/status/881666595344535552/photo/1	13.0	10	Gary	male	pupper	2017	July	07-03	Monday	00:11	https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg	1	Saluki	0.529012	True	Afghan_hound	0.25000300000000003	True	golden_retriever	0.16073900000000002	True	49881	10508
881268444196462592	2017-07-01 21:49:04	iPhone	Meet Elliot He's a Canadian Forrest Pup Unusual number of antlers for a dog Sneaky tongue slip to celebrate #Canada150 12/10 would pet https://tco/cgwJwowTMC	https://twitter.com/dog_rates/status/881268444196462592/photo/1	12.0	10	Elliot	male		2017	July	07-01	Saturday	21:49	https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg	1	tusker	0.473303	False	Indian_elephant	0.245646	False	ibex	0.0556607	False	22767	5093
880872448815771648	2017-06-30 19:35:32	iPhone	Ugh not again We only rate dogs Please don't send in well-dressed  floppy-tongued street penguins Dogs only please Thank you 12/10 https://tco/WiAMbTkDPf	https://twitter.com/dog_rates/status/880872448815771648/photo/1	12.0	10		none		2017	June	06-30	Friday	19:35	https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg	1	Pembroke	0.791416	True	Norwich_terrier	0.0613929	True	Chihuahua	0.0337257	True	20983	3761
880465832366813184	2017-06-29 16:39:47	iPhone	This is Bella She had her first beach experience this morning Complete success 12/10 would perform a sandy boop https://tco/4VsFysDmiw	https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1	12.0	10	Bella	female		2017	June	06-29	Thursday	16:39	https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg	1	golden_retriever	0.913255	True	Labrador_retriever	0.0263286	True	cocker_spaniel	0.00937082	True	28134	6184
880221127280381952	2017-06-29 00:27:25	iPhone	Meet Jesse He's a Fetty Woof His tongue ejects without warning A true bleptomaniac 12/10 would snug well https://tco/fUod0tVmvK	https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1	12.0	10	Jesse	male		2017	June	06-29	Thursday	00:27	https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg	1	Chihuahua	0.238525	True	meerkat	0.104256	False	clumber	0.0525803	True	26689	4158
879862464715927552	2017-06-28 00:42:13	iPhone	This is Romeo He would like to do an entrance Requesting your immediate assistance 13/10 https://tco/Qh5aEkRQm9	https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1	13.0	10	Romeo	male		2017	June	06-28	Wednesday	00:42	https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg	3	basset	0.813507	True	beagle	0.146654	True	cocker_spaniel	0.00948502	True	22023	3447
879492040517615616	2017-06-27 00:10:17	iPhone	This is Bailey He thinks you should measure ear length for signs of growth instead 12/10 https://tco/IxM9IMKQq8	https://twitter.com/dog_rates/status/879492040517615616/photo/1	12.0	10	Bailey	male		2017	June	06-27	Tuesday	00:10	https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg	1	German_short-haired_pointer	0.479896	True	vizsla	0.124353	True	bath_towel	0.0733202	False	23098	3141
879376492567855104	2017-06-26 16:31:08	iPhone	This is Jack AKA Stephen Furry You're not scoring on him Unless he slips down the slide 12/10 would happily get blocked by https://tco/0gOi601EAa	https://twitter.com/dog_rates/status/879376492567855104/photo/1	12.0	10	Jack	male		2017	June	06-26	Monday	16:31	https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg	1	tricycle	0.663601	False	Labrador_retriever	0.0334961	True	Pembroke	0.0188266	True	16548	3076
879050749262655488	2017-06-25 18:56:45	iPhone	This is Steven He has trouble relating to other dogs Quite shy Neck longer than average Tropical probably 11/10 would still pet https://tco/2mJCDEJWdD	https://twitter.com/dog_rates/status/879050749262655488/photo/1	11.0	10	Steven	male		2017	June	06-25	Sunday	18:56	https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg	1	tabby	0.311861	False	window_screen	0.169123	False	Egyptian_cat	0.132932	False	22250	4651
878281511006478336	2017-06-23 16:00:04	iPhone	"Meet Shadow In an attempt to reach maximum zooming borkdrive he tore his ACL Still 13/10 tho Help him out below

https://tco/245xJJElsY https://tco/lUiQH219v6"	https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1	13.0	10	Shadow	male		2017	June	06-23	Friday	16:00	https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg	1	basset	0.32042	True	collie	0.215975	True	Appenzeller	0.12850699999999998	True	7647	1270
878057613040115712	2017-06-23 01:10:23	iPhone	This is Emmy She was adopted today Massive round of pupplause for Emmy and her new family 14/10 for all involved https://tco/cwtWnHMVpe	https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1	14.0	10	Emmy	female		2017	June	06-23	Friday	01:10	https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg	1	French_bulldog	0.839097	True	Boston_bull	0.07879939999999999	True	toy_terrier	0.0152434	True	41474	6737
877736472329191424	2017-06-22 03:54:17	iPhone	This is Aja She was just told she's a good dog Suspicions confirmed 13/10 would tell again https://tco/lsPyyAiF1r	https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1	13.0	10	Aja	female		2017	June	06-22	Thursday	03:54	https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg	2	Chesapeake_Bay_retriever	0.8379559999999999	True	Labrador_retriever	0.0620342	True	Weimaraner	0.0405991	True	78656	18852
877556246731214848	2017-06-21 15:58:08	iPhone	This is Penny She's both pupset and fired pup Not pleased w your barbaric attempts at cleanliness 12/10 would enjoy more shampoo options https://tco/OYdDlfOGXP	https://twitter.com/dog_rates/status/877556246731214848/photo/1	12.0	10	Penny	female		2017	June	06-21	Wednesday	15:58	https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg	1	basset	0.995368	True	Welsh_springer_spaniel	0.00193621	True	bathtub	0.000467919	False	22424	3765
877201837425926144	2017-06-20 16:29:50	iPhone	This is Nelly He graduated with his dogtorate today Wants to know if you're proud of him 12/10 would give congratulatory boop https://tco/4g4cfj3P4Y	https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1	12.0	10	Nelly	male		2017	June	06-20	Tuesday	16:29	https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg	1	Pembroke	0.93112	True	Cardigan	0.0686982	True	basenji	8.17379e-05	True	26765	5517
876838120628539392	2017-06-19 16:24:33	iPhone	This is Ginger She's having a ruff Monday Too many pupper things going on H*ckin exhausting 12/10 would snug passionately https://tco/j211oCDRs6	https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1	12.0	10	Ginger	female	pupper	2017	June	06-19	Monday	16:24	https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg	1	bloodhound	0.575751	True	redbone	0.24097	True	Tibetan_mastiff	0.08893480000000001	True	20414	3304
876484053909872640	2017-06-18 16:57:37	iPhone	This is Benedict He wants to thank you for this delightful urban walk Hopes you know he loves you 13/10 super duper good boy https://tco/26BXueUgbs	https://twitter.com/dog_rates/status/876484053909872640/photo/1	13.0	10	Benedict	male		2017	June	06-18	Sunday	16:57	https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg	1	golden_retriever	0.874566	True	Irish_terrier	0.0373542	True	chow	0.016723599999999998	True	18515	2370
876120275196170240	2017-06-17 16:52:05	iPhone	Meet Venti a seemingly caffeinated puppoccino She was just informed the weekend would include walks pats and scritches 13/10 much excite https://tco/ejExJFq3ek	https://twitter.com/dog_rates/status/876120275196170240/photo/1	13.0	10	Venti	female	puppo	2017	June	06-17	Saturday	16:52	https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg	1	Bernese_mountain_dog	0.534327	True	Saint_Bernard	0.346312	True	Greater_Swiss_Mountain_dog	0.0949327	True	27557	4641
875747767867523072	2017-06-16 16:11:53	iPhone	This is Goose He's a womanizer Cheeky as h*ck but also deep Tongue slip game on another level 13/10 will steal your girl https://tco/V2WlACRJCN	https://twitter.com/dog_rates/status/875747767867523072/photo/1	13.0	10	Goose	male		2017	June	06-16	Friday	16:11	https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg	1	Labrador_retriever	0.799551	True	Chesapeake_Bay_retriever	0.179975	True	vizsla	0.0046176	True	24869	4245
875144289856114688	2017-06-15 00:13:52	iPhone	Meet Nugget and Hank Nugget took Hank's bone Hank is wondering if you would please return it to him Both 13/10 would not intervene https://tco/ogith9ejNj	https://twitter.com/dog_rates/status/875144289856114688/video/1	13.0	10	Nugget	male		2017	June	06-15	Thursday	00:13	https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg	1	Siberian_husky	0.245048	True	Pembroke	0.223716	True	dingo	0.160753	False	21646	4875
875021211251597312	2017-06-14 16:04:48	iPhone	Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir 12/10 stealthy as h*ck https://tco/brCQoqc8AW	https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1	12.0	10		none		2017	June	06-14	Wednesday	16:04	https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg	2	West_Highland_white_terrier	0.7143189999999999	True	Siberian_husky	0.0919133	True	Great_Pyrenees	0.0460382	True	25161	4671
874680097055178752	2017-06-13 17:29:20	iPhone	Meet Cash He hath acquired a stick A very good stick tbh 12/10 would pat head approvingly https://tco/lZhtizkURD	https://twitter.com/dog_rates/status/874680097055178752/photo/1	12.0	10	Cash	male		2017	June	06-13	Tuesday	17:29	https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg	1	Labrador_retriever	0.836052	True	Staffordshire_bullterrier	0.0470691	True	beagle	0.0360071	True	27495	4603
874296783580663808	2017-06-12 16:06:11	iPhone	This is Jed He may be the fanciest pupper in the game right now Knows it too 13/10 would sign modeling contract https://tco/0YplNnSMEm	https://twitter.com/dog_rates/status/874296783580663808/photo/1	13.0	10	Jed	male	pupper	2017	June	06-12	Monday	16:06	https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg	1	cocker_spaniel	0.437216	True	miniature_poodle	0.277191	True	toy_poodle	0.157402	True	25751	4076
874057562936811520	2017-06-12 00:15:36	iPhone	I can't believe this keeps happening This is a birb taking a bath We only rate dogs Please only send dogs Thank you 12/10 https://tco/pwY9PQhtP2	https://twitter.com/dog_rates/status/874057562936811520/photo/1	12.0	10		none		2017	June	06-12	Monday	00:15	https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg	1	flat-coated_retriever	0.8321770000000001	True	black-and-tan_coonhound	0.040436900000000005	True	Newfoundland	0.0282283	True	22384	3922
874012996292530176	2017-06-11 21:18:31	iPhone	This is Sebastian He can't see all the colors of the rainbow but he can see that this flag makes his human happy 13/10 #PrideMonth puppo https://tco/XBE0evJZ6V	https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1	13.0	10	Sebastian	male	puppo	2017	June	06-11	Sunday	21:18	https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg	2	Cardigan	0.806674	True	Pembroke	0.116622	True	kelpie	0.0491819	True	34205	10329
